year,university,school,course,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,course_category
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,early childhood education,100.0,88.2,2879.0,3000.0,2879.0,3000.0,2700.0,3016.0,Education
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,human resource management,90.6,22.6,2947.0,2750.0,3051.0,2950.0,2650.0,3300.0,Business & Administration
2020,Singapore University of Social Sciences,S R Nathan School of Human Development,social work,97.3,89.2,3443.0,3500.0,3486.0,3500.0,3450.0,3655.0,Others
2020,Singapore University of Social Sciences,School of Business,accountancy,94.6,81.7,3059.0,3000.0,3116.0,3000.0,3000.0,3000.0,Accountancy
2020,Singapore University of Social Sciences,School of Business,science in finance,100.0,50.0,3537.0,3163.0,3854.0,3163.0,2850.0,4466.0,Business & Administration
2020,Singapore University of Social Sciences,School of Business,science in marketing,92.1,51.3,3126.0,2900.0,3246.0,2900.0,2750.0,3520.0,Business & Administration
2020,Singapore University of Social Sciences,School of Business,science in supply chain management,88.0,36.0,3125.0,3100.0,3284.0,3185.0,2950.0,3500.0,Business & Administration
2021,Nanyang Technological University,College of Business (Nanyang Business School),accountancy,97.7,93.0,3505.0,3300.0,3539.0,3400.0,3100.0,3500.0,Accountancy
2021,Nanyang Technological University,College of Business (Nanyang Business School),accountancy and business,99.2,96.2,5018.0,4500.0,5173.0,4500.0,3700.0,5858.0,Accountancy
2021,Nanyang Technological University,College of Business (Nanyang Business School),business,96.2,85.2,4211.0,4000.0,4362.0,4000.0,3500.0,4800.0,Business & Administration
2021,Nanyang Technological University,College of Business (Nanyang Business School),business and computer engineering/computing,93.8,87.5,6418.0,6300.0,6578.0,6300.0,5250.0,8225.0,Information Technology
2021,Nanyang Technological University,College of Engineering,aerospace engineering,94.4,87.3,4250.0,4250.0,4321.0,4471.0,3792.0,5000.0,Engineering
2021,Nanyang Technological University,College of Engineering,bioengineering,90.9,75.8,3480.0,3483.0,3654.0,3500.0,3300.0,3850.0,Engineering
2021,Nanyang Technological University,College of Engineering,chemical and biomolecular engineering,91.1,84.8,3784.0,3600.0,3959.0,3740.0,3600.0,4300.0,Engineering
2021,Nanyang Technological University,College of Engineering,civil engineering,97.7,92.0,3596.0,3500.0,3664.0,3540.0,3400.0,3800.0,Engineering
2021,Nanyang Technological University,College of Engineering,computer engineering,95.8,89.6,4649.0,4500.0,4847.0,4500.0,4000.0,5000.0,Information Technology
2021,Nanyang Technological University,College of Engineering,computer science,97.0,91.0,4871.0,4800.0,4924.0,4800.0,4200.0,5450.0,Information Technology
2021,Nanyang Technological University,College of Engineering,engineering and economics,90.9,90.9,4485.0,4580.0,4566.0,4583.0,4530.0,4900.0,Engineering
2021,Nanyang Technological University,College of Engineering,electrical and electronic engineering,93.9,88.6,3978.0,3900.0,4069.0,4000.0,3600.0,4400.0,Engineering
2021,Nanyang Technological University,College of Engineering,environmental engineering,96.6,86.2,3422.0,3500.0,3487.0,3500.0,3200.0,3600.0,Engineering
2021,Nanyang Technological University,College of Engineering,information engineering and media,95.7,88.6,4247.0,4200.0,4325.0,4200.0,3900.0,4800.0,Engineering
2021,Nanyang Technological University,College of Engineering,maritime studies,98.4,95.2,3697.0,3500.0,3763.0,3500.0,3500.0,4000.0,Others
2021,Nanyang Technological University,College of Engineering,materials engineering,96.3,83.0,3701.0,3600.0,3801.0,3650.0,3500.0,4000.0,Engineering
2021,Nanyang Technological University,College of Engineering,mechanical engineering,94.0,86.1,3845.0,3700.0,4006.0,3800.0,3570.0,4400.0,Engineering
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","art, design and media",86.2,46.6,3146.0,3000.0,3182.0,3000.0,2650.0,3675.0,Others
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",chinese,87.0,72.5,3376.0,3250.0,3483.0,3300.0,3053.0,3650.0,Others
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",communication studies,96.9,80.8,3463.0,3375.0,3548.0,3500.0,3000.0,3943.0,Others
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",economics,93.5,88.3,3658.0,3500.0,3720.0,3650.0,3300.0,4000.0,Arts & Social Sciences
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",english,95.5,64.2,3254.0,3300.0,3354.0,3500.0,3000.0,3600.0,Others
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",history,82.2,66.7,3724.0,3675.0,3800.0,3675.0,3500.0,4000.0,Arts & Social Sciences
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",inter-disciplinary double major,92.9,75.0,3794.0,3650.0,3822.0,3650.0,3450.0,4180.0,Others
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",linguistics and multilingual studies,87.2,70.2,3351.0,3300.0,3398.0,3300.0,3000.0,3850.0,Arts & Social Sciences
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",philosophy,88.5,57.7,3394.0,3400.0,3502.0,3400.0,2915.0,4480.0,Arts & Social Sciences
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",psychology,91.8,71.8,3342.0,3300.0,3362.0,3350.0,3000.0,3500.0,Arts & Social Sciences
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",public policy and global affairs,83.3,77.1,4024.0,3778.0,4105.0,3804.0,3500.0,4524.0,Others
2021,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",sociology,91.3,69.6,3509.0,3475.0,3567.0,3500.0,3200.0,3940.0,Arts & Social Sciences
2021,Nanyang Technological University,College of Science,biological sciences / biomedical sciences,96.8,81.7,3470.0,3400.0,3569.0,3500.0,3260.0,3800.0,Sciences
2021,Nanyang Technological University,College of Science,biomedical sciences and chinese medicine,90.9,77.3,3023.0,3100.0,3119.0,3100.0,2890.0,3300.0,Medicine
2021,Nanyang Technological University,College of Science,chemistry and biological chemistry,90.2,74.4,3367.0,3400.0,3501.0,3400.0,3100.0,3700.0,Sciences
2021,Nanyang Technological University,College of Science,environmental earth systems sciences,100.0,91.3,3810.0,3892.0,3888.0,3950.0,3500.0,4300.0,Sciences
2021,Nanyang Technological University,College of Science,mathematical sciences / mathematical sciences and economics,91.0,75.6,3939.0,3750.0,4039.0,3806.0,3500.0,4500.0,Sciences
2021,Nanyang Technological University,College of Science,physics and applied physics,84.5,69.0,3710.0,3570.0,3793.0,3600.0,3384.0,4000.0,Sciences
2021,Nanyang Technological University,Sports Science and Management,sports science and management,86.2,55.4,3292.0,3300.0,3438.0,3300.0,3100.0,3620.0,Business & Administration
2021,Nanyang Technological University,National Institute of Education (NIE),arts (with education),100.0,100.0,3563.0,3754.0,3718.0,3780.0,3700.0,3900.0,Education
2021,Nanyang Technological University,National Institute of Education (NIE),science (with education),100.0,100.0,3578.0,3776.0,3796.0,3904.0,3727.0,4000.0,Education
2021,Nanyang Technological University,Lee Kong Chian School of Medicine,medicine,100.0,100.0,4702.0,4700.0,5404.0,5500.0,5200.0,5800.0,Medicine
2021,National University of Singapore,Faculty of Arts & Social Sciences,arts,91.4,70.0,3405.0,3200.0,3600.0,3200.0,2850.0,4100.0,Arts & Social Sciences
2021,National University of Singapore,Faculty of Arts & Social Sciences,arts,88.8,68.3,3619.0,3500.0,3731.0,3650.0,3400.0,3983.0,Arts & Social Sciences
2021,National University of Singapore,Faculty of Arts & Social Sciences,social sciences,92.5,78.2,3757.0,3531.0,3850.0,3600.0,3400.0,4100.0,Sciences
2021,National University of Singapore,Faculty of Dentistry,dental surgery,100.0,100.0,4256.0,4200.0,4286.0,4200.0,4200.0,4600.0,Dentistry
2021,National University of Singapore,Faculty of Engineering,engineering (biomedical engineering),94.4,83.3,3610.0,3500.0,3732.0,3600.0,3300.0,4000.0,Engineering
2021,National University of Singapore,Faculty of Engineering,engineering (chemical engineering),91.4,84.8,3793.0,3700.0,4023.0,3800.0,3600.0,4300.0,Engineering
2021,National University of Singapore,Faculty of Engineering,engineering (civil engineering),97.3,97.3,3780.0,3700.0,3897.0,3700.0,3500.0,4100.0,Engineering
2021,National University of Singapore,Faculty of Engineering,engineering (electrical engineering),95.1,93.0,4251.0,4000.0,4377.0,4150.0,3900.0,4550.0,Engineering
2021,National University of Singapore,Faculty of Engineering,engineering (engineering science),89.5,68.4,4189.0,4500.0,4399.0,4500.0,4000.0,4900.0,Engineering
2021,National University of Singapore,Faculty of Engineering,engineering (environmental engineering),97.1,88.6,3572.0,3500.0,3607.0,3500.0,3300.0,3900.0,Engineering
2021,National University of Singapore,Faculty of Engineering,engineering (industrial and systems engineering),96.7,91.8,4237.0,4150.0,4417.0,4500.0,4000.0,4900.0,Engineering
2021,National University of Singapore,Faculty of Engineering,engineering (materials science and engineering),91.7,87.5,3899.0,3775.0,4020.0,3896.0,3600.0,4200.0,Engineering
2021,National University of Singapore,Faculty of Engineering,engineering (mechanical engineering),94.5,89.5,3965.0,3800.0,4115.0,3875.0,3500.0,4550.0,Engineering
2021,National University of Singapore,Faculty of Law,laws,96.5,93.5,5398.0,5150.0,5627.0,5600.0,4500.0,6000.0,Law
2021,National University of Singapore,Faculty of Science,science,82.4,56.9,3446.0,3300.0,3627.0,3527.0,3100.0,4000.0,Sciences
2021,National University of Singapore,Faculty of Science,science,92.2,76.5,3665.0,3500.0,3767.0,3600.0,3400.0,4000.0,Sciences
2021,National University of Singapore,Faculty of Science,science (computational biology),100.0,100.0,4655.0,4500.0,4677.0,4500.0,4000.0,5000.0,Sciences
2021,National University of Singapore,Faculty of Science,science (pharmacy),95.9,91.9,3773.0,3760.0,3923.0,3915.0,3636.0,4200.0,Sciences
2021,National University of Singapore,Faculty of Science,science (data science and analytics),97.7,95.3,4819.0,4500.0,4981.0,4800.0,4200.0,5400.0,Information Technology
2021,National University of Singapore,NUS Business School,business administration,94.7,81.6,5199.0,3550.0,5567.0,3700.0,3125.0,7625.0,Business & Administration
2021,National University of Singapore,NUS Business School,business administration,98.1,93.5,4828.0,4200.0,4950.0,4347.0,3700.0,5200.0,Business & Administration
2021,National University of Singapore,NUS Business School,business administration (accountancy),100.0,100.0,3380.0,3300.0,3515.0,3400.0,3013.0,3750.0,Accountancy
2021,National University of Singapore,NUS Business School,business administration (accountancy),97.0,96.3,4124.0,3430.0,4194.0,3500.0,3200.0,4600.0,Accountancy
2021,National University of Singapore,School of Computing,computing (computer science),99.1,96.4,5898.0,5800.0,6002.0,6000.0,5000.0,6900.0,Information Technology
2021,National University of Singapore,School of Computing,computing (information security),100.0,100.0,4992.0,5000.0,5095.0,5400.0,4305.0,5500.0,Information Technology
2021,National University of Singapore,School of Computing,computing (information systems),97.5,96.2,5087.0,5000.0,5217.0,5000.0,4500.0,5400.0,Information Technology
2021,National University of Singapore,School of Computing,science (business analytics),100.0,100.0,5437.0,5050.0,5603.0,5400.0,4800.0,6125.0,Business & Administration
2021,National University of Singapore,School of Design & Environment,arts (architecture),97.7,96.6,4090.0,4000.0,4139.0,4000.0,3600.0,4440.0,Architecture & Built Environment
2021,National University of Singapore,School of Design & Environment,arts (industrial design),87.5,75.0,4146.0,3825.0,4178.0,3825.0,3200.0,4250.0,Arts & Social Sciences
2021,National University of Singapore,School of Design & Environment,science (project and facilities management),93.1,92.1,3424.0,3450.0,3560.0,3500.0,3200.0,3700.0,Business & Administration
2021,National University of Singapore,School of Design & Environment,science (real estate),94.5,82.4,3692.0,3575.0,3863.0,3700.0,3400.0,4000.0,Architecture & Built Environment
2021,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),96.2,93.3,3300.0,3350.0,3530.0,3550.0,3350.0,3750.0,Health Sciences
2021,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),97.9,96.8,3482.0,3500.0,3750.0,3750.0,3550.0,3950.0,Health Sciences
2021,National University of Singapore,YST Conservatory of Music,music,82.4,35.3,3136.0,2958.0,3203.0,3100.0,2915.0,3600.0,Others
2021,National University of Singapore,Yale-NUS College,arts,88.3,70.8,4344.0,4000.0,4453.0,4000.0,3500.0,5000.0,Arts & Social Sciences
2021,National University of Singapore,Yale-NUS College,science,94.6,83.8,4779.0,4500.0,4952.0,4500.0,3800.0,5650.0,Sciences
2021,National University of Singapore,Multi-Disciplinary Programmes,engineering (computer engineering),97.4,91.2,5345.0,5000.0,5473.0,5400.0,4500.0,6200.0,Information Technology
2021,National University of Singapore,Multi-Disciplinary Programmes,environmental studies,97.4,81.6,3544.0,3500.0,3658.0,3650.0,3100.0,3996.0,Others
2021,Singapore Institute of Technology,DigiPen Institute of Technology,arts in game design,100.0,81.5,3457.0,3200.0,3490.0,3300.0,3200.0,3500.0,Arts & Social Sciences
2021,Singapore Institute of Technology,DigiPen Institute of Technology,fine arts in digital art and animation,80.0,63.3,3081.0,3200.0,3125.0,3200.0,2835.0,3500.0,Arts & Social Sciences
2021,Singapore Institute of Technology,DigiPen Institute of Technology,science in computer science and game design,88.2,85.3,4229.0,4000.0,4324.0,4000.0,3700.0,4968.0,Information Technology
2021,Singapore Institute of Technology,DigiPen Institute of Technology,science in computer science in real-time interactive simulation,95.1,92.7,4962.0,4600.0,4984.0,4600.0,4300.0,5175.0,Information Technology
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),accountancy,97.7,86.8,3363.0,3400.0,3431.0,3400.0,3200.0,3460.0,Accountancy
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in information and communications technology (information security),100.0,98.2,4934.0,4800.0,5251.0,4950.0,4605.0,5552.0,Engineering
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in information and communications technology (software engineering),100.0,98.0,5126.0,5000.0,5215.0,5000.0,4590.0,5500.0,Engineering
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in aircraft systems engineering,100.0,91.7,3297.0,3200.0,3394.0,3300.0,2500.0,4000.0,Engineering
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in pharmaceutical engineering,98.3,87.9,3423.0,3500.0,3736.0,3600.0,3300.0,4000.0,Engineering
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in sustainable infrastructure engineering (building services),98.0,96.1,3707.0,3600.0,3773.0,3680.0,3500.0,3950.0,Architecture & Built Environment
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in sustainable infrastructure engineering (land),96.3,88.9,3606.0,3500.0,3788.0,3700.0,3485.0,4250.0,Engineering
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),engineering with in telematics (intelligent transportation systems engineering),97.5,85.0,4086.0,4000.0,4146.0,4000.0,3850.0,4500.0,Engineering
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),hospitality business,96.1,80.3,3037.0,3000.0,3216.0,3000.0,2800.0,3500.0,Business & Administration
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),science (diagnostic radiography),100.0,100.0,3670.0,3500.0,3880.0,3700.0,3500.0,4025.0,Health Sciences
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),science (occupational therapy),100.0,98.3,3521.0,3500.0,3546.0,3500.0,3400.0,3690.0,Health Sciences
2021,Singapore Institute of Technology,Singapore Institute of Technology (SIT),science (radiation therapy),100.0,100.0,3310.0,3500.0,3328.0,3500.0,3000.0,3500.0,Health Sciences
2021,Singapore Institute of Technology,SIT- DigiPen Institute of Technology,engineering with in systems engineering (electromechanical systems),100.0,95.1,4086.0,4000.0,4402.0,4370.0,3700.0,4900.0,Engineering
2021,Singapore Institute of Technology,SIT- Massey University,food technology,96.4,89.1,3221.0,3300.0,3322.0,3300.0,3000.0,3500.0,Others
2021,Singapore Institute of Technology,SIT- Newcastle University,engineering with in chemical engineering,79.2,64.2,3466.0,3500.0,3836.0,3700.0,3350.0,4200.0,Engineering
2021,Singapore Institute of Technology,SIT- Newcastle University,engineering with in electrical power engineering,98.3,84.5,3583.0,3500.0,3691.0,3600.0,3500.0,3850.0,Engineering
2021,Singapore Institute of Technology,SIT- Newcastle University,engineering with in marine engineering,100.0,90.5,3598.0,3500.0,3819.0,3750.0,3400.0,4250.0,Engineering
2021,Singapore Institute of Technology,SIT- Newcastle University,engineering with in mechanical design and manufacturing engineering,93.4,90.2,3646.0,3600.0,3787.0,3650.0,3600.0,4000.0,Engineering
2021,Singapore Institute of Technology,SIT- Newcastle University,engineering with in naval architecture,100.0,95.7,3476.0,3300.0,3592.0,3400.0,3250.0,3850.0,Architecture & Built Environment
2021,Singapore Institute of Technology,SIT- Newcastle University,engineering with in offshore engineering,82.4,70.6,3513.0,3500.0,3575.0,3550.0,3350.0,3850.0,Engineering
2021,Singapore Institute of Technology,SIT-Trinity College Dublin,science (physiotherapy),97.9,96.8,3516.0,3500.0,3591.0,3525.0,3400.0,3800.0,Health Sciences
2021,Singapore Institute of Technology,SIT-University of Glasgow,engineering with in civil engineering,92.8,92.8,3650.0,3600.0,3719.0,3675.0,3500.0,3933.0,Engineering
2021,Singapore Institute of Technology,SIT-University of Glasgow,science with in nursing,98.3,86.4,3403.0,3350.0,3697.0,3700.0,3350.0,3990.0,Health Sciences
2021,Singapore Institute of Technology,Technische Universität München,science in chemical engineering,95.7,87.0,3495.0,3500.0,3645.0,3557.0,3400.0,3865.0,Engineering
2021,Singapore Institute of Technology,Technische Universität München,science in electrical engineering and information technology,81.5,74.1,3649.0,3600.0,3806.0,3700.0,3250.0,4265.0,Information Technology
2021,Singapore Institute of Technology,The Culinary Institute of America,business administration in food business management,91.9,67.7,2647.0,2500.0,2817.0,2700.0,2500.0,3100.0,Business & Administration
2021,Singapore Institute of Technology,The Glasgow School of Art,arts with in communication design,94.4,59.3,2951.0,3000.0,2989.0,3000.0,2700.0,3200.0,Arts & Social Sciences
2021,Singapore Institute of Technology,The Glasgow School of Art,arts with in interior design,94.3,65.7,2761.0,3000.0,2807.0,3000.0,2500.0,3100.0,Arts & Social Sciences
2021,Singapore Institute of Technology,University of Liverpool,arts with in criminology and security,95.5,81.8,3807.0,3600.0,4001.0,3850.0,3400.0,4500.0,Arts & Social Sciences
2021,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,98.7,93.0,3751.0,3400.0,3814.0,3400.0,3200.0,4000.0,Accountancy
2021,Singapore Management University,School of Accountancy (4-year programme) *,accountancy,97.9,92.6,4161.0,3700.0,4213.0,3850.0,3300.0,4600.0,Accountancy
2021,Singapore Management University,School of Business (4-year programme) *,business management,96.6,86.0,4229.0,4000.0,4371.0,4000.0,3500.0,4650.0,Business & Administration
2021,Singapore Management University,School of Business (4-year programme) *,business management,96.6,90.3,4705.0,4333.0,4855.0,4480.0,3800.0,5043.0,Business & Administration
2021,Singapore Management University,School of Economics (4-year programme) *,economics,91.8,83.5,4641.0,4275.0,4777.0,4435.0,3800.0,5250.0,Arts & Social Sciences
2021,Singapore Management University,School of Economics (4-year programme) *,economics,94.1,91.2,5209.0,4750.0,5310.0,4900.0,4191.0,5810.0,Arts & Social Sciences
2021,Singapore Management University,School of Information Systems (4-year programme) *,information systems,98.2,94.6,4774.0,4860.0,4906.0,5000.0,4200.0,5350.0,Information Technology
2021,Singapore Management University,School of Information Systems (4-year programme) *,information systems,97.4,93.6,5317.0,5050.0,5499.0,5350.0,5000.0,5833.0,Information Technology
2021,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,94.1,77.1,3656.0,3465.0,3836.0,3600.0,3200.0,4010.0,Sciences
2021,Singapore Management University,School of Social Sciences (4-year programme) *,social sciences,96.9,86.2,3856.0,3500.0,4063.0,3763.0,3350.0,4500.0,Sciences
2021,Singapore Management University,School of Law (4-year programme) *,law,100.0,98.3,5319.0,5500.0,5433.0,5600.0,4500.0,6000.0,Law
2021,Singapore Management University,School of Law (4-year programme) *,law,100.0,98.8,5613.0,5600.0,5754.0,5800.0,5025.0,6000.0,Law
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,early childhood education,93.0,88.4,2949.0,3000.0,2963.0,3000.0,2800.0,3100.0,Education
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,human resource management,95.6,80.9,3249.0,3200.0,3412.0,3200.0,3000.0,3500.0,Business & Administration
2021,Singapore University of Social Sciences,S R Nathan School of Human Development,social work,94.7,86.8,3432.0,3530.0,3461.0,3530.0,3400.0,3580.0,Others
2021,Singapore University of Social Sciences,School of Business,accountancy,98.6,89.0,3199.0,3200.0,3231.0,3200.0,3000.0,3400.0,Accountancy
2021,Singapore University of Social Sciences,School of Business,science in business analytics,93.5,83.9,4218.0,3800.0,4372.0,3800.0,3350.0,4900.0,Business & Administration
2021,Singapore University of Social Sciences,School of Business,science in finance,84.4,56.3,3856.0,3500.0,3862.0,3500.0,3300.0,4350.0,Business & Administration
2021,Singapore University of Social Sciences,School of Business,science in marketing,92.4,63.6,3303.0,3200.0,3411.0,3275.0,2820.0,3600.0,Business & Administration
2021,Singapore University of Social Sciences,School of Business,science in supply chain management,97.4,79.5,3245.0,3200.0,3381.0,3300.0,3025.0,3500.0,Business & Administration
2022,National University of Singapore,Faculty of Arts & Social Sciences,arts,88.5,76.9,3808.0,3670.0,3928.0,3700.0,3500.0,4000.0,Arts & Social Sciences
2022,National University of Singapore,Faculty of Arts & Social Sciences,arts,87.5,74.4,3889.0,3850.0,4034.0,4000.0,3500.0,4390.0,Arts & Social Sciences
2022,National University of Singapore,Faculty of Arts & Social Sciences,social sciences,92.3,81.1,3935.0,3650.0,4056.0,3795.0,3500.0,4350.0,Sciences
2022,National University of Singapore,Faculty of Dentistry,dental surgery,100.0,100.0,4331.0,4200.0,4331.0,4200.0,4200.0,4600.0,Dentistry
2022,National University of Singapore,Faculty of Law,laws,97.3,94.6,5935.0,6000.0,6182.0,6400.0,5500.0,6800.0,Law
2022,National University of Singapore,Faculty of Science,science,85.2,63.0,3630.0,3500.0,3823.0,3600.0,3500.0,4000.0,Sciences
2022,National University of Singapore,Faculty of Science,science,90.6,80.1,4040.0,3720.0,4174.0,3850.0,3500.0,4500.0,Sciences
2022,National University of Singapore,Faculty of Science,science (pharmacy),98.4,95.1,3829.0,3798.0,4053.0,4000.0,3750.0,4250.0,Sciences
2022,National University of Singapore,Faculty of Science,science (pharmaceutical science),94.1,76.5,3769.0,3700.0,3808.0,3700.0,3400.0,4350.0,Sciences
2022,National University of Singapore,Faculty of Science,science (data science and analytics),96.8,96.8,5562.0,5500.0,5616.0,5500.0,4628.0,6100.0,Information Technology
2022,National University of Singapore,NUS Business School,business administration,87.9,78.8,5653.0,5000.0,6026.0,5100.0,4000.0,7000.0,Business & Administration
2022,National University of Singapore,NUS Business School,business administration,97.1,95.7,5346.0,4600.0,5519.0,4696.0,4000.0,5938.0,Business & Administration
2022,National University of Singapore,NUS Business School,business administration (accountancy),93.3,93.3,5494.0,3800.0,5560.0,3800.0,3400.0,5500.0,Accountancy
2022,National University of Singapore,NUS Business School,business administration (accountancy),99.3,97.9,4619.0,4000.0,4668.0,4000.0,3600.0,5000.0,Accountancy
2022,National University of Singapore,NUS Business School,science (real estate),99.0,95.1,3924.0,3800.0,4062.0,3850.0,3600.0,4400.0,Architecture & Built Environment
2022,National University of Singapore,School of Computing,computing (computer science),96.8,96.1,6954.0,6500.0,7121.0,6600.0,5341.0,7583.0,Information Technology
2022,National University of Singapore,School of Computing,computing (information security),94.6,91.1,5274.0,5400.0,5660.0,5500.0,4800.0,6475.0,Information Technology
2022,National University of Singapore,School of Computing,computing (information systems),95.3,93.0,5551.0,5300.0,5672.0,5500.0,4800.0,6250.0,Information Technology
2022,National University of Singapore,School of Computing,science (business analytics),96.2,95.2,5845.0,5500.0,5966.0,5500.0,5000.0,6600.0,Business & Administration
2022,National University of Singapore,College of Design and Engineering,engineering (biomedical engineering),97.2,91.6,4140.0,3800.0,4268.0,4000.0,3500.0,5000.0,Engineering
2022,National University of Singapore,College of Design and Engineering,engineering (chemical engineering),96.6,95.5,4487.0,4400.0,4690.0,4675.0,4018.0,5100.0,Engineering
2022,National University of Singapore,College of Design and Engineering,engineering (civil engineering),93.8,88.9,3979.0,3921.0,4139.0,4000.0,3700.0,4400.0,Engineering
2022,National University of Singapore,College of Design and Engineering,engineering (electrical engineering),92.2,90.7,4730.0,4700.0,4913.0,4800.0,4380.0,5500.0,Engineering
2022,National University of Singapore,College of Design and Engineering,engineering (engineering science),100.0,100.0,4622.0,4450.0,4659.0,4450.0,4080.0,5000.0,Engineering
2022,National University of Singapore,College of Design and Engineering,engineering (environmental engineering),87.1,83.9,4252.0,4000.0,4496.0,4200.0,3850.0,5000.0,Engineering
2022,National University of Singapore,College of Design and Engineering,engineering (industrial and systems engineering),92.9,92.9,5137.0,5000.0,5281.0,5000.0,4290.0,5650.0,Engineering
2022,National University of Singapore,College of Design and Engineering,engineering (materials science and engineering),92.9,87.1,4384.0,4360.0,4539.0,4500.0,3850.0,5000.0,Engineering
2022,National University of Singapore,College of Design and Engineering,engineering (mechanical engineering),96.2,91.9,4594.0,4400.0,4780.0,4525.0,4000.0,5200.0,Engineering
2022,National University of Singapore,College of Design and Engineering,arts (architecture),96.0,92.0,4360.0,4300.0,4481.0,4400.0,4000.0,4800.0,Architecture & Built Environment
2022,National University of Singapore,College of Design and Engineering,arts (industrial design),66.7,43.3,4239.0,4500.0,4270.0,4500.0,3500.0,4500.0,Arts & Social Sciences
2022,National University of Singapore,College of Design and Engineering,science (project and facilities management),98.4,92.0,3612.0,3500.0,3670.0,3555.0,3375.0,3855.0,Business & Administration
2022,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),94.8,91.3,3426.0,3350.0,3656.0,3600.0,3500.0,3825.0,Health Sciences
2022,National University of Singapore,Yong Loo Lin School (Medicine),science (nursing),100.0,99.0,3575.0,3550.0,3834.0,3850.0,3650.0,4000.0,Health Sciences
2022,National University of Singapore,YST Conservatory of Music,music,85.7,28.6,3661.0,3590.0,3661.0,3590.0,3350.0,3973.0,Others
2022,National University of Singapore,Yale-NUS College,arts,87.3,80.5,5130.0,4500.0,5418.0,4600.0,3800.0,6000.0,Arts & Social Sciences
2022,National University of Singapore,Yale-NUS College,science,96.3,88.9,6764.0,5875.0,6879.0,6038.0,4500.0,9000.0,Sciences
2022,National University of Singapore,Multi-Disciplinary Programmes,engineering (computer engineering),94.5,92.7,6183.0,5900.0,6367.0,6000.0,5300.0,6800.0,Information Technology
2022,National University of Singapore,Multi-Disciplinary Programmes,environmental studies,91.9,78.4,3999.0,3800.0,4000.0,3800.0,3500.0,4000.0,Others
2022,Nanyang Technological University,College of Business (Nanyang Business School),accountancy,98.3,97.6,3965.0,3600.0,4031.0,3600.0,3600.0,4300.0,Accountancy
2022,Nanyang Technological University,College of Business (Nanyang Business School),accountancy and business,98.0,96.9,5473.0,4833.0,5580.0,4942.0,4167.0,6230.0,Accountancy
2022,Nanyang Technological University,College of Business (Nanyang Business School),business,94.5,86.5,4407.0,4000.0,4503.0,4015.0,3600.0,4800.0,Business & Administration
2022,Nanyang Technological University,College of Business (Nanyang Business School),business and computer engineering/computing,100.0,100.0,6307.0,6000.0,6627.0,6500.0,6000.0,7500.0,Information Technology
2022,Nanyang Technological University,College of Engineering,aerospace engineering,94.0,93.0,4752.0,4800.0,4899.0,5000.0,4160.0,5500.0,Engineering
2022,Nanyang Technological University,College of Engineering,bioengineering,93.9,90.9,4160.0,4000.0,4419.0,4200.0,3600.0,5250.0,Engineering
2022,Nanyang Technological University,College of Engineering,chemical and biomolecular engineering,96.6,93.3,4580.0,4500.0,4733.0,4800.0,4028.0,5100.0,Engineering
2022,Nanyang Technological University,College of Engineering,civil engineering,91.6,88.4,3699.0,3600.0,3788.0,3650.0,3500.0,3975.0,Engineering
2022,Nanyang Technological University,College of Engineering,computer engineering,87.0,85.2,5366.0,5285.0,5463.0,5295.0,4500.0,6215.0,Information Technology
